id,applied_ml,street,city,state,zipcode,has_pool,has_solar_panels
39,True,2548 CULPEPPER WAY,LINCOLN,CA,95648,False,True
40,False,2135 CULPEPPER LN,LINCOLN,CA,95648,False,True
41,True,2232 GEMSTONE LN,LINCOLN,CA,95648,False,True
42,True,2244 GEMSTONE LN,LINCOLN,CA,95648,False,True
43,True,2404 CULPEPPER LN,LINCOLN,CA,95648,False,True
44,True,2392 CULPEPPER LN,LINCOLN,CA,95648,False,True
45,False,2327 CULPEPPER LN,LINCOLN,CA,95648,False,True
46,True,2291 CULPEPPER LN,LINCOLN,CA,95648,False,True
47,False,2308 CULPEPPER LN,LINCOLN,CA,95648,False,True
48,False,2296 CULPEPPER LN,LINCOLN,CA,95648,False,True
49,True,809 FAIRYWREN CT,LINCOLN,CA,95648,False,True
50,True,1867 OMEGA WAY,LINCOLN,CA,95648,False,True
51,False,800 FAIRYWREN CT,LINCOLN,CA,95648,False,True
52,False,907 TURACO CT,LINCOLN,CA,95648,False,True
53,False,1008 LIMPKIN CT,LINCOLN,CA,95648,False,True
54,True,2162 OMEGA DR,LINCOLN,CA,95648,False,True
55,True,900 TURACO CT,LINCOLN,CA,95648,False,True
56,True,2210 OMEGA DR,LINCOLN,CA,95648,False,True
57,True,1007 LIMPKIN CT,LINCOLN,CA,95648,False,True
58,False,2302 BEAMREACH CT,LINCOLN,CA,95648,False,True
59,False,2075 CULPEPPER LN,LINCOLN,CA,95648,False,True
60,False,2435 CULPEPPER WAY,LINCOLN,CA,95648,False,True
61,False,2171 CULPEPPER LN,LINCOLN,CA,95648,False,True
62,True,2351 CULPEPPER LN,LINCOLN,CA,95648,False,True
63,True,2368 CULPEPPER LN,LINCOLN,CA,95648,False,True
64,False,2246 OMEGA DR,LINCOLN,CA,95648,False,True
65,True,2258 OMEGA DR,LINCOLN,CA,95648,False,True
66,False,2308 BEAMREACH CT,LINCOLN,CA,95648,False,True
67,True,1000 LIMPKIN CT,LINCOLN,CA,95648,False,True
68,True,2294 OMEGA DR,LINCOLN,CA,95648,False,True
69,False,2305 BEAMREACH CT,LINCOLN,CA,95648,False,True
70,True,2512 CULPEPPER WAY,LINCOLN,CA,95648,False,True
71,True,2063 CULPEPPER LN,LINCOLN,CA,95648,False,True
72,False,2488 CULPEPPER WAY,LINCOLN,CA,95648,False,True
73,True,2048 CULPEPPER LN,LINCOLN,CA,95648,False,True
74,False,2072 CULPEPPER LN,LINCOLN,CA,95648,False,True
75,True,2251 GEMSTONE LN,LINCOLN,CA,95648,False,True
76,True,2108 CULPEPPER LN,LINCOLN,CA,95648,False,True
77,True,2411 CULPEPPER WAY,LINCOLN,CA,95648,False,True
78,False,2428 CULPEPPER WAY,LINCOLN,CA,95648,False,True
79,False,2255 CULPEPPER LN,LINCOLN,CA,95648,False,True
80,False,2267 CULPEPPER LN,LINCOLN,CA,95648,False,True
81,True,2284 CULPEPPER LN,LINCOLN,CA,95648,False,True
82,True,806 FAIRYWREN CT,LINCOLN,CA,95648,False,True
83,False,906 TURACO CT,LINCOLN,CA,95648,False,True
84,True,803 FAIRYWREN CT,LINCOLN,CA,95648,False,True
85,True,904 TURACO CT,LINCOLN,CA,95648,False,True
86,False,801 FAIRYWREN CT,LINCOLN,CA,95648,False,True
87,False,2066 OMEGA DR,LINCOLN,CA,95648,False,True
88,True,2150 OMEGA DR,LINCOLN,CA,95648,False,True
89,True,2005 GEMSTONE CT,LINCOLN,CA,95648,False,True
90,False,1005 LIMPKIN CT,LINCOLN,CA,95648,False,True
91,False,2536 CULPEPPER WAY,LINCOLN,CA,95648,False,True
92,True,2524 CULPEPPER WAY,LINCOLN,CA,95648,False,True
93,False,2184 GEMSTONE LN,LINCOLN,CA,95648,False,True
94,True,2087 CULPEPPER LN,LINCOLN,CA,95648,False,True
95,True,2111 CULPEPPER LN,LINCOLN,CA,95648,False,True
96,True,2123 CULPEPPER LN,LINCOLN,CA,95648,False,True
97,True,2159 CULPEPPER LN,LINCOLN,CA,95648,False,True
98,True,2256 GEMSTONE LN,LINCOLN,CA,95648,False,True
99,True,2144 CULPEPPER LN,LINCOLN,CA,95648,False,True
100,False,2168 CULPEPPER LN,LINCOLN,CA,95648,False,True
101,True,2363 CULPEPPER LN,LINCOLN,CA,95648,False,True
102,True,2315 CULPEPPER LN,LINCOLN,CA,95648,False,True
103,False,908 TURACO CT,LINCOLN,CA,95648,False,True
104,False,802 FAIRYWREN CT,LINCOLN,CA,95648,False,True
105,False,1946 OMEGA WAY,LINCOLN,CA,95648,False,True
106,True,1982 OMEGA WAY,LINCOLN,CA,95648,False,True
107,False,905 TURACO CT,LINCOLN,CA,95648,False,True
108,True,1004 LIMPKIN CT,LINCOLN,CA,95648,False,True
109,False,2311 BEAMREACH CT,LINCOLN,CA,95648,False,True
110,False,1001 LIMPKIN CT,LINCOLN,CA,95648,False,True
111,False,2300 BEAMREACH CT,LINCOLN,CA,95648,False,True
112,True,2303 BEAMREACH CT,LINCOLN,CA,95648,False,True
113,False,2500 CULPEPPER WAY,LINCOLN,CA,95648,False,True
114,True,2196 GEMSTONE LN,LINCOLN,CA,95648,False,True
115,False,2476 CULPEPPER WAY,LINCOLN,CA,95648,False,True
116,False,2375 CULPEPPER LN,LINCOLN,CA,95648,False,True
117,False,2219 CULPEPPER LN,LINCOLN,CA,95648,False,True
118,True,2356 CULPEPPER LN,LINCOLN,CA,95648,False,True
119,True,804 FAIRYWREN CT,LINCOLN,CA,95648,False,True
120,False,909 TURACO CT,LINCOLN,CA,95648,False,True
121,True,2054 OMEGA DR,LINCOLN,CA,95648,False,True
122,True,1958 OMEGA WAY,LINCOLN,CA,95648,False,True
123,True,2138 OMEGA DR,LINCOLN,CA,95648,False,True
124,True,1011 LIMPKIN CT,LINCOLN,CA,95648,False,True
125,True,2198 OMEGA DR,LINCOLN,CA,95648,False,True
126,False,2222 OMEGA DR,LINCOLN,CA,95648,False,True
127,False,2003 GEMSTONE CT,LINCOLN,CA,95648,False,True
128,False,2004 GEMSTONE CT,LINCOLN,CA,95648,False,True
129,False,2000 GEMSTONE CT,LINCOLN,CA,95648,False,True
130,True,2160 GEMSTONE LN,LINCOLN,CA,95648,False,True
131,True,2172 GEMSTONE LN,LINCOLN,CA,95648,False,True
132,True,2051 CULPEPPER LN,LINCOLN,CA,95648,False,True
133,False,2227 GEMSTONE LN,LINCOLN,CA,95648,False,True
134,False,2208 GEMSTONE LN,LINCOLN,CA,95648,False,True
135,False,2220 GEMSTONE LN,LINCOLN,CA,95648,False,True
136,True,2084 CULPEPPER LN,LINCOLN,CA,95648,False,True
137,True,2120 CULPEPPER LN,LINCOLN,CA,95648,False,True
138,False,2180 CULPEPPER LN,LINCOLN,CA,95648,False,True
139,False,2380 CULPEPPER LN,LINCOLN,CA,95648,False,True
140,True,2243 CULPEPPER LN,LINCOLN,CA,95648,False,True
141,False,2344 CULPEPPER LN,LINCOLN,CA,95648,False,True
142,False,2332 CULPEPPER LN,LINCOLN,CA,95648,False,True
143,True,808 FAIRYWREN CT,LINCOLN,CA,95648,False,True
144,True,811 FAIRYWREN CT,LINCOLN,CA,95648,False,True
145,False,1851 OMEGA WAY,LINCOLN,CA,95648,False,True
146,False,1883 OMEGA WAY,LINCOLN,CA,95648,False,True
147,True,902 TURACO CT,LINCOLN,CA,95648,False,True
148,True,2030 OMEGA DR,LINCOLN,CA,95648,False,True
149,False,2114 OMEGA DR,LINCOLN,CA,95648,False,True
150,True,2078 OMEGA DR,LINCOLN,CA,95648,False,True
151,False,1994 OMEGA WAY,LINCOLN,CA,95648,False,True
152,False,1006 LIMPKIN CT,LINCOLN,CA,95648,False,True
153,False,3804 20TH AVE,SACRAMENTO,CA,95820,False,True
154,False,3803 23RD AVE,SACRAMENTO,CA,95820,False,True
155,False,6633 24TH ST,SACRAMENTO,CA,95822,False,True
156,True,6133 25TH ST,SACRAMENTO,CA,95822,False,True
157,True,2816 43RD ST,SACRAMENTO,CA,95817,False,True
158,False,4706 50TH AVE,SACRAMENTO,CA,95823,False,True
159,False,7719 51ST AVE,SACRAMENTO,CA,95828,False,True
160,True,1575 53RD ST,SACRAMENTO,CA,95819,False,True
161,False,638 54TH ST,SACRAMENTO,CA,95819,False,True
162,True,1816 5TH ST,SACRAMENTO,CA,95811,False,True
163,False,1832 5TH ST,SACRAMENTO,CA,95811,False,True
164,True,1909 5TH ST,SACRAMENTO,CA,95811,False,True
165,True,1911 5TH ST,SACRAMENTO,CA,95811,False,True
166,False,1913 5TH ST,SACRAMENTO,CA,95811,False,True
167,True,3117 65TH ST,SACRAMENTO,CA,95820,False,True
168,False,2318 AEROSTAR WAY,SACRAMENTO,CA,95834,False,True
169,True,2324 AEROSTAR WAY,SACRAMENTO,CA,95834,False,True
170,False,2330 AEROSTAR WAY,SACRAMENTO,CA,95834,False,True
171,True,3401 ALBERGHINI ST,SACRAMENTO,CA,95838,False,True
172,True,3405 ALBERGHINI ST,SACRAMENTO,CA,95838,False,True
173,False,3406 ALBERGHINI ST,SACRAMENTO,CA,95838,False,True
174,True,3416 ALBERGHINI ST,SACRAMENTO,CA,95838,False,True
175,True,3424 ALBERGHINI ST,SACRAMENTO,CA,95838,False,True
176,True,10010 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
177,False,10014 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
178,True,10018 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
179,True,10022 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
180,False,10026 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
181,False,10034 ALEUTIAN WAY,ELK GROVE,CA,95757,False,True
182,False,1325 ALTAPARKE AVE,SACRAMENTO,CA,95834,False,True
183,True,1329 ALTAPARKE AVE,SACRAMENTO,CA,95834,False,True
184,True,1333 ALTAPARKE AVE,SACRAMENTO,CA,95834,False,True
185,True,1337 ALTAPARKE AVE,SACRAMENTO,CA,95834,False,True
186,True,8564 AMARES CIR,ELK GROVE,CA,95757,False,True
187,False,550 ANNIE BURNS WALK,SACRAMENTO,CA,95819,False,True
188,True,554 ANNIE BURNS WALK,SACRAMENTO,CA,95819,False,True
189,True,558 ANNIE BURNS WALK,SACRAMENTO,CA,95819,False,True
190,False,562 ANNIE BURNS WALK,SACRAMENTO,CA,95819,False,True
191,True,566 ANNIE BURNS WALK,SACRAMENTO,CA,95819,False,True
192,False,3760 ARBORHILL WAY,SACRAMENTO,CA,95834,False,True
193,True,2404 ARENA BLVD,SACRAMENTO,CA,95834,False,True
194,True,2416 ARENA BLVD,SACRAMENTO,CA,95834,False,True
195,False,3905 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
196,False,3907 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
197,False,3909 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
198,True,3911 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
199,True,3913 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
200,True,3915 ARISTOTLE CIR,RANCHO CORDOVA,CA,95742,False,True
201,False,4082 ARJUNA WAY,RANCHO CORDOVA,CA,95742,False,True
202,True,4086 ARJUNA WAY,RANCHO CORDOVA,CA,95742,False,True
203,False,4090 ARJUNA WAY,RANCHO CORDOVA,CA,95742,False,True
204,True,4098 ARJUNA WAY,RANCHO CORDOVA,CA,95742,False,True
205,False,500 ASHWICK LOOP,SACRAMENTO,CA,95823,False,True
206,True,560 ASHWICK LOOP,SACRAMENTO,CA,95823,False,True
207,True,720 ASHWICK LOOP,SACRAMENTO,CA,95823,False,True
208,True,1188 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
209,True,1192 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
210,True,1196 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
211,True,1200 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
212,True,1201 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
213,True,1204 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
214,True,1205 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
215,False,1216 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
216,True,1217 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
217,True,1221 ASPENPARKE WAY,SACRAMENTO,CA,95834,False,True
218,True,3984 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
219,False,3988 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
220,True,3992 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
221,False,3996 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
222,True,4004 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
223,True,4016 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
224,True,4017 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
225,False,4021 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
226,True,4025 AURA WAY,RANCHO CORDOVA,CA,95742,False,True
227,False,7003 BALDWIN DAM RD,FOLSOM,CA,95630,False,True
228,True,10229 BARITONE WAY,ELK GROVE,CA,95757,False,True
229,True,10233 BARITONE WAY,ELK GROVE,CA,95757,False,True
230,True,10237 BARITONE WAY,ELK GROVE,CA,95757,False,True
231,True,10241 BARITONE WAY,ELK GROVE,CA,95757,False,True
232,True,10281 BARITONE WAY,ELK GROVE,CA,95757,False,True
233,False,10285 BARITONE WAY,ELK GROVE,CA,95757,False,True
234,False,10289 BARITONE WAY,ELK GROVE,CA,95757,False,True
235,True,10293 BARITONE WAY,ELK GROVE,CA,95757,False,True
236,False,2684 BATHFORD ST,SACRAMENTO,CA,95833,False,True
237,True,2708 BATHFORD ST,SACRAMENTO,CA,95833,False,True
238,False,7867 BING DR,ANTELOPE,CA,95843,False,True
239,False,7871 BING DR,ANTELOPE,CA,95843,False,True
240,False,4477 BLACKBIRD DR,FOLSOM,CA,95630,False,True
241,True,4481 BLACKBIRD DR,FOLSOM,CA,95630,False,True
242,False,4485 BLACKBIRD DR,FOLSOM,CA,95630,False,True
243,True,7513 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
244,False,7516 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
245,True,7517 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
246,False,7520 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
247,False,7521 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
248,True,7524 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
249,True,7525 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
250,True,7528 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
251,False,7529 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
252,False,7532 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
253,True,7533 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
254,True,7536 BLUE BELL CIR,SACRAMENTO,CA,95829,False,True
255,True,12716 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
256,True,12717 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
257,True,12721 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
258,True,12724 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
259,False,12725 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
260,False,12728 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
261,False,12729 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
262,True,12732 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
263,False,12733 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
264,True,12736 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
265,False,12737 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
266,False,12747 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
267,True,12754 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
268,False,12755 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
269,False,12763 BLUEBLANC WAY,RANCHO CORDOVA,CA,95742,False,True
270,False,4320 BORDERLANDS DR,RANCHO CORDOVA,CA,95742,False,True
271,True,4340 BORDERLANDS DR,RANCHO CORDOVA,CA,95742,False,True
272,False,4348 BORDERLANDS DR,RANCHO CORDOVA,CA,95742,False,True
273,False,3007 BOWDEN SQUARE WAY,SACRAMENTO,CA,95835,False,True
274,False,168 BOX LN,SACRAMENTO,CA,95818,False,True
275,False,170 BOX LN,SACRAMENTO,CA,95818,False,True
276,False,174 BOX LN,SACRAMENTO,CA,95818,False,True
277,False,176 BOX LN,SACRAMENTO,CA,95818,False,True
278,True,180 BOX LN,SACRAMENTO,CA,95818,False,True
279,False,182 BOX LN,SACRAMENTO,CA,95818,False,True
280,True,188 BOX LN,SACRAMENTO,CA,95818,False,True
281,False,192 BOX LN,SACRAMENTO,CA,95818,False,True
282,True,194 BOX LN,SACRAMENTO,CA,95818,False,True
283,True,198 BOX LN,SACRAMENTO,CA,95818,False,True
284,True,200 BOX LN,SACRAMENTO,CA,95818,False,True
285,True,204 BOX LN,SACRAMENTO,CA,95818,False,True
286,False,206 BOX LN,SACRAMENTO,CA,95818,False,True
287,False,210 BOX LN,SACRAMENTO,CA,95818,False,True
288,False,212 BOX LN,SACRAMENTO,CA,95818,False,True
289,False,1612 S BREEZY MEADOW DR,SACRAMENTO,CA,95834,False,True
290,True,1618 S BREEZY MEADOW DR,SACRAMENTO,CA,95834,False,True
291,False,1624 S BREEZY MEADOW DR,SACRAMENTO,CA,95834,False,True
292,True,1630 S BREEZY MEADOW DR,SACRAMENTO,CA,95834,False,True
293,True,1636 S BREEZY MEADOW DR,SACRAMENTO,CA,95834,False,True
294,True,2 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
295,False,6 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
296,False,10 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
297,True,14 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
298,True,18 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
299,False,22 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
300,True,30 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
301,True,31 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
302,True,34 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
303,True,35 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
304,True,38 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
305,True,39 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
306,True,42 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
307,True,43 BRIDGEHOME CT,SACRAMENTO,CA,95834,False,True
308,False,2568 BUZZ ALDRIN WAY,SACRAMENTO,CA,95834,False,True
309,True,2576 BUZZ ALDRIN WAY,SACRAMENTO,CA,95834,False,True
310,False,12150 BYRONY CT,RANCHO CORDOVA,CA,95742,False,True
311,True,12158 BYRONY CT,RANCHO CORDOVA,CA,95742,False,True
312,True,12162 BYRONY CT,RANCHO CORDOVA,CA,95742,False,True
313,True,12166 BYRONY CT,RANCHO CORDOVA,CA,95742,False,True
314,True,1475 CANDORI CT,FOLSOM,CA,95630,False,True
315,True,10024 CARINATA DR,ELK GROVE,CA,95757,False,True
316,False,10025 CARINATA DR,ELK GROVE,CA,95757,False,True
317,True,10028 CARINATA DR,ELK GROVE,CA,95757,False,True
318,True,10029 CARINATA DR,ELK GROVE,CA,95757,False,True
319,False,10032 CARINATA DR,ELK GROVE,CA,95757,False,True
320,True,10033 CARINATA DR,ELK GROVE,CA,95757,False,True
321,True,10037 CARINATA DR,ELK GROVE,CA,95757,False,True
322,True,10041 CARINATA DR,ELK GROVE,CA,95757,False,True
323,True,10045 CARINATA DR,ELK GROVE,CA,95757,False,True
324,False,10049 CARINATA DR,ELK GROVE,CA,95757,False,True
325,True,3731 CEDARGATE WAY,SACRAMENTO,CA,95834,False,True
326,True,3735 CEDARGATE WAY,SACRAMENTO,CA,95834,False,True
327,False,1110 CEPEDA WAY,GALT,CA,95632,False,True
328,True,1114 CEPEDA WAY,GALT,CA,95632,False,True
329,True,10150 CHARLES MORRIS WAY,ELK GROVE,CA,95757,False,True
330,False,10153 CHARLES MORRIS WAY,ELK GROVE,CA,95757,False,True
331,True,10154 CHARLES MORRIS WAY,ELK GROVE,CA,95757,False,True
332,True,10158 CHARLES MORRIS WAY,ELK GROVE,CA,95757,False,True
333,False,10162 CHARLES MORRIS WAY,ELK GROVE,CA,95757,False,True
334,True,2765 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
335,False,2768 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
336,False,2769 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
337,False,2772 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
338,False,2773 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
339,False,2776 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
340,True,2780 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
341,True,2784 CHRISTALINA CT,ANTELOPE,CA,95843,False,True
342,True,7470 CLEAR LAKE ALY,SACRAMENTO,CA,95829,False,True
343,True,7474 CLEAR LAKE ALY,SACRAMENTO,CA,95829,False,True
344,False,3620 E COMMERCE WAY,SACRAMENTO,CA,95834,False,True
345,False,3624 E COMMERCE WAY,SACRAMENTO,CA,95834,False,True
346,False,3636 E COMMERCE WAY,SACRAMENTO,CA,95834,False,True
347,False,9350 CORAL BELL WAY,SACRAMENTO,CA,95829,False,True
348,True,9354 CORAL BELL WAY,SACRAMENTO,CA,95829,False,True
349,True,9358 CORAL BELL WAY,SACRAMENTO,CA,95829,False,True
350,False,9362 CORAL BELL WAY,SACRAMENTO,CA,95829,False,True
351,False,9370 CORAL BELL WAY,SACRAMENTO,CA,95829,False,True
352,False,12716 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
353,True,12717 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
354,True,12720 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
355,True,12721 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
356,False,12724 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
357,False,12725 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
358,True,12728 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
359,True,12729 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
360,False,12732 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
361,False,12733 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
362,True,12736 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
363,True,12737 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
364,False,12741 CORDYLINE WAY,RANCHO CORDOVA,CA,95742,False,True
365,False,3503 CORMORANT DR,FOLSOM,CA,95630,False,True
366,True,3504 CORMORANT DR,FOLSOM,CA,95630,False,True
367,False,3507 CORMORANT DR,FOLSOM,CA,95630,False,True
368,False,3508 CORMORANT DR,FOLSOM,CA,95630,False,True
369,True,3511 CORMORANT DR,FOLSOM,CA,95630,False,True
370,False,3512 CORMORANT DR,FOLSOM,CA,95630,False,True
371,True,3515 CORMORANT DR,FOLSOM,CA,95630,False,True
372,False,3516 CORMORANT DR,FOLSOM,CA,95630,False,True
373,False,3519 CORMORANT DR,FOLSOM,CA,95630,False,True
374,True,3520 CORMORANT DR,FOLSOM,CA,95630,False,True
375,True,3523 CORMORANT DR,FOLSOM,CA,95630,False,True
376,False,3524 CORMORANT DR,FOLSOM,CA,95630,False,True
377,False,3527 CORMORANT DR,FOLSOM,CA,95630,False,True
378,True,3528 CORMORANT DR,FOLSOM,CA,95630,False,True
379,True,3532 CORMORANT DR,FOLSOM,CA,95630,False,True
380,True,4472 CORSE WALK,SACRAMENTO,CA,95834,False,True
381,False,4479 CORSE WALK,SACRAMENTO,CA,95834,False,True
382,False,4481 CORSE WALK,SACRAMENTO,CA,95834,False,True
383,True,2693 N COVE DR,SACRAMENTO,CA,95833,False,True
384,True,2520 CURLICUE ALY,SACRAMENTO,CA,95834,False,True
385,True,2528 CURLICUE ALY,SACRAMENTO,CA,95834,False,True
386,True,2532 CURLICUE ALY,SACRAMENTO,CA,95834,False,True
387,True,15195 DE LA CRUZ DR,RANCHO MURIETA,CA,95683,False,True
388,True,9906 DEL SURF LN,ELK GROVE,CA,95757,False,True
389,True,9908 DEL SURF LN,ELK GROVE,CA,95757,False,True
390,False,9910 DEL SURF LN,ELK GROVE,CA,95757,False,True
391,True,2980 EDGEVIEW DR,SACRAMENTO,CA,95833,False,True
392,False,2996 EDGEVIEW DR,SACRAMENTO,CA,95833,False,True
393,True,3611 EDINGTON DR,RANCHO CORDOVA,CA,95742,False,True
394,False,3615 EDINGTON DR,RANCHO CORDOVA,CA,95742,False,True
